surface	path	source_ref	live_state	line_count_or_size	bucket	decision_note
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1323.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	345 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1325.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	255 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1326.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	169 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1337.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	331 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1339.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	81 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1341.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	370 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1343.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	483 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1348.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	116 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1349.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	433 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1350.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	425 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1352.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	454 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1354.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	86 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1356.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	116 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1359.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	157 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1400.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	628 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1401.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	132 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1402.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	168 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1403.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	217 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1408.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	2049574 bytes	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1409.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	176 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1411.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	199 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1412.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	274 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1413.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	207 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1414.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	627 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1416.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	2124187 bytes	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1418.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	2257151 bytes	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1420.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	301 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1423.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	60 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1424.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	204 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1427.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	392 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1428.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	2468999 bytes	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1429.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	2115987 bytes	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1431.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	371 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1435.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	77 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1437.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	65 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1438.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	73 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1440.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	154 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1441.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	591 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1443.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	367 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1444.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	396 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1447.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	360 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1450.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	17 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1451.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	102 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1454.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	102 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1457.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	107 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1459.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	165 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1500.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	127 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1501.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	179 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1502.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	138 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1505.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	151 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1509.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	232 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1510.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	242 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1515.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	480 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1750.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	118 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1751.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	2167709 bytes	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1752.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	555 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1809.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	2225304 bytes	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1813.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	2280914 bytes	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1814.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	264 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1818.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	134 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1826.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	140 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1828.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	129 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1830.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	205 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1831.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	295 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1832.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	312 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1838.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	2088346 bytes	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1839.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	333 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1843.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	156 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1845.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	322 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1848.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	172 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1849.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	2459112 bytes	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1851.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	2599580 bytes	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1852.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	387 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1854.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	2365003 bytes	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1856.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	2377466 bytes	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1857.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	359 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1858.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	2729375 bytes	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1859.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	187 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1900.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	261 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1901.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	446 lines	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1902.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	2763204 bytes	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1903.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	2791583 bytes	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1905.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	2815958 bytes	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1906.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	2532138 bytes	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1908.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	3002848 bytes	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1910.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	2696512 bytes	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1911.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	3138938 bytes	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1912.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	2687121 bytes	archive-reference	git status code ??
root:working-tree	/home/makaron8426/Sync/oikos/01_ヘゲモニコン｜Hegemonikon/10_知性｜Nous/04_企画｜Boulēsis/12_遊学｜Yugaku/handoff/chat_export_2026-04-26_1913.jsonl	working-tree@6269b65922eeaeecf31abb366b962eb987e292b8	untracked	497 lines	archive-reference	git status code ??
